from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
11712,11712,4,0,14537788,14537391
11712,11712,4,0,14537789,14537392
11712,11712,4,0,14537790,14537393
11712,11712,4,0,14537791,14537394
11713,11710,0,240,,
11713,11712,0,240,,
11713,11714,0,240,,
11713,11715,0,240,,
11713,11716,0,240,,
11713,8053,0,240,,
11713,8064,0,240,,
11714,11710,0,240,,
11714,11712,0,240,,
11714,11714,0,240,,
11714,11715,0,240,,
11714,11716,0,240,,
11714,11718,0,240,,
11714,8053,0,240,,
11714,8064,0,240,,
11715,11710,0,240,,
11715,11712,0,240,,
11715,11714,0,240,,
11715,11715,0,240,,
11715,11716,0,240,,
11719,11710,0,240,,
11719,11715,0,240,,
11719,11716,0,240,,
11719,11718,0,240,,
11719,8053,0,240,,
11719,8064,0,240,,
1172,1170,2,480,,
1172,1175,2,480,,
1173,12405,2,300,,
1173,12409,2,300,,
1173,12410,2,300,,
1173,12411,2,300,,
1173,2016,0,240,,
1173,2414,0,240,,
1173,2523,0,240,,
1173,2671,0,240,,
1173,2717,2,120,,
1173,2761,0,240,,
1173,2833,0,240,,
1173,8049,2,300,,
1173,8068,2,300,,
11739,11736,2,300,,
11739,11739,0,240,,
11739,12386,0,240,,
11754,10629,0,240,,
11759,11759,0,240,,
11760,10958,2,360,,
11760,11759,0,240,,
11765,11710,0,240,,
11765,11712,0,240,,
11765,11714,0,240,,
11765,11715,0,240,,
11765,11716,0,240,,
11765,8053,0,240,,
11765,8064,0,240,,
11785,11653,2,480,,
11793,12358,2,300,,
11793,12361,2,300,,
11793,12362,2,300,,
11793,12363,2,300,,
11794,12358,2,300,,
11794,12361,2,300,,
11794,12363,2,300,,
11798,11799,0,240,,
11798,11801,0,240,,
11798,11802,0,240,,
11798,11807,0,240,,
11798,11808,0,240,,
11798,11810,0,240,,
11798,11811,0,240,,
11801,11799,0,240,,
11801,11802,0,240,,
11801,11806,0,240,,
11801,11807,0,240,,
11801,11808,0,240,,
11801,11810,0,240,,
11801,11811,0,240,,
11802,11798,0,240,,
11802,11799,0,240,,
11802,11801,0,240,,
11802,11806,0,240,,
11802,11807,0,240,,
11802,11808,0,240,,
11802,11811,0,240,,
11805,11798,0,240,,
11805,11799,0,240,,
11805,11801,0,240,,
11805,11802,0,240,,
11805,11806,0,240,,
11805,11807,0,240,,
11805,11808,0,240,,
11805,11810,0,240,,
11805,11811,0,240,,
11806,11799,0,240,,
11806,11801,0,240,,
11806,11802,0,240,,
11806,11807,0,240,,
11806,11808,0,240,,
11806,11810,0,240,,
11806,11811,0,240,,
11807,11798,0,240,,
11807,11799,0,240,,
11807,11801,0,240,,
11807,11802,0,240,,
11807,11806,0,240,,
11808,11798,0,240,,
11808,11799,0,240,,
11808,11801,0,240,,
11808,11802,0,240,,
11808,11806,0,240,,
11808,11810,0,240,,
11808,11811,0,240,,
1181,1181,0,240,,
11810,11798,0,240,,
11810,11799,0,240,,
11810,11801,0,240,,
11810,11806,0,240,,
11810,11807,0,240,,
11810,11808,0,240,,
11810,11811,0,240,,
11827,10436,2,420,,
11827,11827,0,240,,
11827,3317,0,240,,
11843,12380,2,360,,
11858,11860,0,240,,
11858,11861,2,300,,
11858,12949,0,240,,
11858,5593,0,240,,
11858,5633,0,240,,
11858,5743,0,240,,
11858,6000,0,240,,
11858,6077,0,240,,
1186,1187,0,240,,
1186,12665,2,300,,
1186,12666,2,300,,
1186,1648,0,240,,
11860,11858,0,240,,
11860,11861,0,240,,
11860,12949,0,240,,
11860,5464,0,240,,
11860,5509,0,240,,
11860,5593,0,240,,
11860,5633,0,240,,
11860,5700,0,240,,
11860,5743,0,240,,
11860,6000,0,240,,
11860,6077,0,240,,
11866,11867,0,240,,
11866,4461,0,240,,
11866,4491,0,240,,
11866,4660,0,240,,
11867,11867,0,240,,
11867,4461,0,240,,
1187,1160,0,240,,
1187,1186,0,240,,
11874,11874,0,240,,
11874,11876,2,300,,
11874,12567,0,240,,
11874,1401,2,360,,
11874,8750,0,240,,
11874,8759,2,300,,
11876,11697,2,240,,
11876,11874,2,300,,
11876,11876,0,240,,
11876,12567,2,360,,
11876,1401,2,420,,
11876,8750,2,360,,
11876,8759,2,360,,
11878,11874,2,360,,
11878,12567,2,360,,
11878,8750,2,420,,
11878,8759,2,420,,
11879,11878,2,360,,
11879,12567,2,360,,
11879,1401,2,420,,
11879,8750,2,540,,
11879,8759,2,480,,
11882,10880,0,240,,
11882,10881,0,240,,
11882,11764,2,300,,
11882,11882,0,240,,
11882,5045,0,240,,
11882,5122,0,240,,
11882,5262,0,240,,
11882,5494,0,240,,
11882,5667,0,240,,
11882,5768,0,240,,
11882,5769,0,240,,
11882,5793,0,240,,
11882,5891,0,240,,
11882,6467,0,240,,
11882,8057,0,240,,
11882,8060,0,240,,
1190,1617,0,240,,
1190,1683,0,240,,
11903,11901,0,240,,
11903,11903,0,240,,
11903,12428,0,240,,
11906,2266,0,240,,
11906,2323,0,240,,
11909,2266,0,240,,
11909,2323,0,240,,
11911,11911,0,240,,
11911,1429,0,240,,
11911,1444,0,240,,
11929,11091,2,360,,
11929,4329,2,300,,
11932,6661,0,240,,
11932,8283,2,420,,
11932,8483,2,480,,
11940,11941,0,240,,
11940,11942,0,240,,
11940,11943,0,240,,
11940,12022,0,240,,
11940,12230,0,240,,
11940,12332,0,240,,
11940,8033,2,120,,
11949,11949,0,240,,
11949,11957,0,240,,
1195,1158,0,240,,
1195,1195,0,240,,
11958,11950,0,240,,
11958,12285,0,240,,
11962,7645,2,540,,
11964,9376,0,240,,
1197,1070,2,300,,
1197,1156,2,300,,
1197,1197,0,240,,
1198,665,0,240,,
1198,704,0,240,,
11998,11032,0,240,,
1202,1307,2,360,,
1202,1355,0,240,,
12020,11941,0,240,,
12020,11942,0,240,,
12020,11943,0,240,,
12020,12022,0,240,,
12020,12230,0,240,,
12020,12231,0,240,,
12020,12332,0,240,,
12020,8020,2,120,,
12026,10467,2,360,,
12026,10513,2,360,,
12026,11119,2,480,,
12036,10399,2,180,,
12036,11302,2,420,,
12036,11526,0,240,,
12036,12036,2,120,,
12036,4495,2,300,,
12036,4882,2,480,,
12036,77,0,240,,
12036,8035,2,600,,
12036,8041,2,420,,
12043,7644,2,420,,
12054,10819,0,240,,
12054,10823,0,240,,
1206,785,2,300,,
1206,850,2,360,,
12063,12065,2,300,,
12063,12066,2,300,,
12064,12066,2,300,,
12065,12063,2,300,,
12065,12064,2,300,,
12066,12063,2,300,,
12066,12064,2,300,,
12080,13007,2,300,,
12122,4340,0,240,,
12134,12891,2,300,,
12134,797,0,240,,
12139,12139,0,240,,
12155,12155,0,240,,
12155,12695,2,300,,
12155,12916,2,300,,
12155,5042,0,240,,
12155,6468,0,240,,
12155,8059,0,240,,
12168,301,2,300,,
12168,646,0,240,,
12168,744,2,300,,
12172,12495,2,360,,
12172,2095,2,300,,
12173,5352,2,300,,
12173,7095,2,300,,
12173,7166,2,300,,
12173,7214,2,300,,
12173,7259,0,240,,
1218,2000,0,240,,
1218,2035,0,240,,
122,122,0,240,,
122,1276,2,300,,
122,1510,2,300,,
12204,7296,2,300,,
12205,12205,0,240,,
12205,6730,2,300,,
12205,6734,2,360,,
12206,12207,2,360,,
12207,12206,2,300,,
12207,12207,0,240,,
12207,12220,2,360,,
12207,6730,2,600,,
12209,12210,0,240,,
12209,12211,0,240,,
12209,12212,0,240,,
12209,12228,0,240,,
12209,12229,0,240,,
12209,3155,0,240,,
12209,3242,2,300,,
12213,12213,4,0,14546406,14546693
12213,12213,4,0,14546407,14546694
12213,12213,4,0,14546408,14546695
12213,12213,4,0,14546409,14546696
12213,12213,4,0,14546410,14546697
12213,12213,4,0,14546411,14546698
12213,12213,4,0,14546412,14546699
12213,12213,4,0,14546413,14546700
12213,12213,4,0,14546414,14546657
12213,12213,4,0,14546415,14546658
12213,12213,4,0,14546416,14546685
12213,12213,4,0,14546417,14546677
12213,12213,4,0,14546418,14546678
12213,12213,4,0,14546419,14546679
12213,12213,4,0,14546420,14546680
12213,12213,4,0,14546421,14546681
12213,12213,4,0,14546422,14546682
12213,12213,4,0,14546423,14546683
12213,12213,4,0,14546424,14546684
12213,12213,4,0,14546425,14546686
12213,12213,4,0,14546426,14546687
12213,12213,4,0,14546427,14546688
12213,12213,4,0,14546428,14546689
12213,12213,4,0,14546429,14546690
12213,12213,4,0,14546430,14546691
12213,12213,4,0,14546431,14546692
12213,12213,4,0,14546432,14546660
12213,12213,4,0,14546433,14546661
12213,12213,4,0,14546434,14546662
12213,12213,4,0,14546435,14546659
12213,12213,4,0,14546436,14546674
12213,12213,4,0,14546437,14546675
12213,12213,4,0,14546438,14546676
12213,12213,4,0,14546439,14546663
12213,12213,4,0,14546440,14546664
12213,12213,4,0,14546441,14546665
12213,12213,4,0,14546442,14546666
12213,12213,4,0,14546443,14546667
12213,12213,4,0,14546444,14546668
12213,12213,4,0,14546445,14546669
12213,12213,4,0,14546446,14546670
12213,12213,4,0,14546447,14546671
12213,12213,4,0,14546448,14546672
12213,12213,4,0,14546449,14546673
12213,12213,4,0,14546497,14546738
12213,12213,4,0,14546498,14546739
12213,12213,4,0,14546499,14546747
12213,12213,4,0,14546500,14546748
12213,12213,4,0,14546501,14546742
12213,12213,4,0,14546502,14546743
12213,12213,4,0,14546503,14546744
12213,12213,4,0,14546504,14546745
12213,12213,4,0,14546505,14546746
12213,12213,4,0,14546506,14546749
12213,12213,4,0,14546507,14546750
12213,12213,4,0,14546508,14546752
12213,12213,4,0,14546509,14546753
12213,12213,4,0,14546510,14546754
12213,12213,4,0,14546511,14546755
12213,12213,4,0,14546512,14546756
12213,12213,4,0,14546513,14546757
12213,12213,4,0,14546514,14546758
12213,12213,4,0,14546515,14546760
12213,12213,4,0,14546516,14546762
12213,12213,4,0,14546517,14546759
12213,12213,4,0,14546518,14546761
12213,12213,4,0,14546519,14546751
12213,12213,4,0,14546520,14546733
12213,12213,4,0,14546521,14546734
12213,12213,4,0,14546522,14546735
12213,12213,4,0,14546523,14546736
12213,12213,4,0,14546524,14546737
12213,12213,4,0,14546525,14546740
12213,12213,4,0,14546526,14546741
12213,12213,4,0,14546558,14546801
12213,12213,4,0,14546559,14546802
12213,12213,4,0,14546560,14546803
12213,12213,4,0,14546561,14546804
12213,12213,4,0,14546562,14546805
12213,12213,4,0,14546563,14546806
12213,12213,4,0,14546564,14546807
12213,12213,4,0,14546565,14546790
12213,12213,4,0,14546566,14546793
12213,12213,4,0,14546567,14546794
12213,12213,4,0,14546568,14546795
12213,12213,4,0,14546569,14546796
12213,12213,4,0,14546570,14546797
12213,12213,4,0,14546571,14546798
12213,12213,4,0,14546572,14546800
12213,12213,4,0,14546573,14546799
12213,12213,4,0,14546574,14546791
12213,12213,4,0,14546575,14546792
12213,12213,4,0,14546576,14546808
12213,12213,4,0,14546577,14546809
12213,12213,4,0,14546578,14546810
12213,12213,4,0,14546579,14546811
12213,12213,4,0,14546580,14546812
12213,12213,4,0,14546581,14546813
12213,12213,4,0,14546582,14546814
12214,12214,4,0,14546610,14546453
12214,12214,4,0,14546611,14546451
12214,12214,4,0,14546612,14546452
12214,12214,4,0,14546613,14546454
12214,12214,4,0,14546614,14546455
12214,12214,4,0,14546615,14546456
12214,12214,4,0,14546616,14546457
12214,12214,4,0,14546617,14546458
12214,12214,4,0,14546618,14546459
12214,12214,4,0,14546619,14546460
12214,12214,4,0,14546620,14546461
12214,12214,4,0,14546621,14546462
12214,12214,4,0,14546622,14546463
12214,12214,4,0,14546623,14546464
12214,12214,4,0,14546624,14546465
12214,12214,4,0,14546625,14546466
12214,12214,4,0,14546626,14546487
12214,12214,4,0,14546627,14546488
12214,12214,4,0,14546628,14546489
12214,12214,4,0,14546629,14546490
12214,12214,4,0,14546630,14546491
12214,12214,4,0,14546631,14546492
12214,12214,4,0,14546632,14546493
12214,12214,4,0,14546633,14546494
12214,12214,4,0,14546634,14546495
12214,12214,4,0,14546635,14546467
12214,12214,4,0,14546636,14546468
12214,12214,4,0,14546637,14546469
12214,12214,4,0,14546638,14546470
12214,12214,4,0,14546639,14546471
12214,12214,4,0,14546640,14546472
12214,12214,4,0,14546641,14546473
12214,12214,4,0,14546642,14546474
12214,12214,4,0,14546643,14546475
12214,12214,4,0,14546644,14546476
12214,12214,4,0,14546645,14546477
12214,12214,4,0,14546646,14546478
12214,12214,4,0,14546647,14546479
12214,12214,4,0,14546648,14546480
12214,12214,4,0,14546649,14546481
12214,12214,4,0,14546650,14546482
12214,12214,4,0,14546651,14546483
12214,12214,4,0,14546652,14546484
12214,12214,4,0,14546653,14546485
12214,12214,4,0,14546654,14546486
12214,12214,4,0,14546702,14546530
12214,12214,4,0,14546703,14546531
12214,12214,4,0,14546704,14546532
12214,12214,4,0,14546705,14546533
12214,12214,4,0,14546706,14546534
12214,12214,4,0,14546707,14546535
12214,12214,4,0,14546708,14546536
12214,12214,4,0,14546709,14546537
12214,12214,4,0,14546710,14546538
12214,12214,4,0,14546711,14546557
12214,12214,4,0,14546712,14546539
12214,12214,4,0,14546713,14546527
12214,12214,4,0,14546714,14546528
12214,12214,4,0,14546715,14546529
12214,12214,4,0,14546716,14546540
12214,12214,4,0,14546717,14546541
12214,12214,4,0,14546718,14546542
12214,12214,4,0,14546719,14546543
12214,12214,4,0,14546720,14546544
12214,12214,4,0,14546721,14546545
12214,12214,4,0,14546722,14546552
12214,12214,4,0,14546723,14546553
12214,12214,4,0,14546724,14546546
12214,12214,4,0,14546725,14546547
12214,12214,4,0,14546726,14546548
12214,12214,4,0,14546727,14546549
12214,12214,4,0,14546728,14546550
12214,12214,4,0,14546729,14546551
12214,12214,4,0,14546730,14546554
12214,12214,4,0,14546731,14546555
12214,12214,4,0,14546732,14546556
12214,12214,4,0,14546763,14546590
12214,12214,4,0,14546764,14546591
12214,12214,4,0,14546765,14546592
12214,12214,4,0,14546766,14546593
12214,12214,4,0,14546767,14546594
12214,12214,4,0,14546768,14546595
12214,12214,4,0,14546769,14546597
12214,12214,4,0,14546770,14546599
12214,12214,4,0,14546771,14546596
12214,12214,4,0,14546772,14546598
12214,12214,4,0,14546773,14546600
12214,12214,4,0,14546774,14546583
12214,12214,4,0,14546775,14546584
12214,12214,4,0,14546776,14546585
12214,12214,4,0,14546777,14546586
12214,12214,4,0,14546778,14546587
12214,12214,4,0,14546779,14546588
12214,12214,4,0,14546780,14546589
12214,12214,4,0,14546781,14546601
12214,12214,4,0,14546782,14546602
12214,12214,4,0,14546783,14546603
12214,12214,4,0,14546784,14546604
12214,12214,4,0,14546785,14546605
12214,12214,4,0,14546786,14546606
12214,12214,4,0,14546787,14546607
12214,12214,4,0,14546788,14546608
12214,12214,4,0,14546789,14546609
12217,12217,4,0,14549665,14549698
12217,12217,4,0,14549666,14549699
12217,12217,4,0,14549667,14549700
12217,12217,4,0,14549668,14549701
12217,12217,4,0,14549669,14549702
12217,12217,4,0,14549670,14549703
12217,12217,4,0,14549671,14549704
12217,12217,4,0,14549672,14549705
12217,12217,4,0,14549673,14549706
12217,12217,4,0,14549674,14549707
12217,12217,4,0,14549675,14549708
12217,12217,4,0,14549676,14549709
12217,12217,4,0,14549677,14549710
12217,12217,4,0,14549678,14549711
12217,12217,4,0,14549679,14549712
12217,12217,4,0,14549680,14549713
12217,12217,4,0,14549681,14549714
12217,12217,4,0,14549682,14549715
12217,12217,4,0,14549683,14549716
12217,12217,4,0,14549684,14549717
12217,12217,4,0,14549685,14549718
12217,12217,4,0,14549686,14549719
12217,12217,4,0,14549687,14549720
12217,12217,4,0,14549688,14549721
12217,12217,4,0,14549689,14549722
12217,12217,4,0,14549690,14549723
12217,12217,4,0,14549691,14549724
12217,12217,4,0,14549692,14549725
12217,12217,4,0,14549693,14549726
12217,12217,4,0,14549694,14549727
12217,12217,4,0,14549695,14549728
12217,12217,4,0,14549696,14549729
12217,12217,4,0,14549697,14549730
12217,12217,4,0,14549795,14549848
12217,12217,4,0,14549796,14549824
12217,12217,4,0,14549797,14549825
12217,12217,4,0,14549798,14549826
12217,12217,4,0,14549799,14549827
12217,12217,4,0,14549800,14549828
12217,12217,4,0,14549801,14549829
12217,12217,4,0,14549802,14549830
12217,12217,4,0,14549803,14549831
12217,12217,4,0,14549804,14549835
12217,12217,4,0,14549805,14549836
12217,12217,4,0,14549806,14549837
12217,12217,4,0,14549807,14549838
12217,12217,4,0,14549808,14549839
12217,12217,4,0,14549809,14549840
12217,12217,4,0,14549810,14549841
12217,12217,4,0,14549811,14549842
12217,12217,4,0,14549812,14549843
12217,12217,4,0,14549813,14549844
12217,12217,4,0,14549814,14549845
12217,12217,4,0,14549815,14549846
12217,12217,4,0,14549816,14549847
12217,12217,4,0,14549817,14549849
12217,12217,4,0,14549818,14549850
12217,12217,4,0,14549819,14549851
12217,12217,4,0,14549820,14549832
12217,12217,4,0,14549821,14549833
12217,12217,4,0,14549822,14549834
12217,12217,4,0,14549823,14549852
12217,12217,4,0,14605083,14605115
12217,12217,4,0,14605084,14605116
12217,12217,4,0,14605085,14605117
12217,12217,4,0,14605086,14605118
12217,12217,4,0,14605087,14605119
12217,12217,4,0,14605088,14605120
12217,12217,4,0,14605089,14605121
12217,12217,4,0,14605090,14605122
12217,12217,4,0,14605091,14605123
12217,12217,4,0,14605092,14605124
12217,12217,4,0,14605093,14605125
12217,12217,4,0,14605094,14605126
12217,12217,4,0,14605095,14605127
12217,12217,4,0,14605096,14605128
12217,12217,4,0,14605097,14605129
12217,12217,4,0,14605098,14605130
12217,12217,4,0,14605099,14605131
12217,12217,4,0,14605100,14605132
12217,12217,4,0,14605101,14605133
12217,12217,4,0,14605102,14605134
12217,12217,4,0,14605103,14605135
12217,12217,4,0,14605104,14605136
12217,12217,4,0,14605105,14605137
12217,12217,4,0,14605106,14605138
12217,12217,4,0,14605107,14605139
12217,12217,4,0,14605108,14605140
12217,12217,4,0,14605109,14605141
12217,12217,4,0,14605110,14605142
12217,12217,4,0,14605111,14605143
12217,12217,4,0,14605112,14605144
12217,12217,4,0,14605113,14605145
12217,12217,4,0,14605114,14605146
12220,12206,2,120,,
12227,8657,0,240,,
12227,8672,0,240,,
12227,8676,0,240,,
12227,8685,0,240,,
12227,8687,0,240,,
12227,8688,0,240,,
12227,8689,0,240,,
12227,8690,0,240,,
12227,8691,0,240,,
12227,8755,2,300,,
12228,12210,0,240,,
12228,12211,0,240,,
12228,12212,0,240,,
12228,3155,0,240,,
12228,3242,2,300,,
12229,12210,0,240,,
12229,12211,0,240,,
12229,12212,0,240,,
12229,3155,0,240,,
12230,11940,0,240,,
12230,11941,0,240,,
12230,11942,0,240,,
12230,11943,0,240,,
12230,12320,0,240,,
12231,11940,0,240,,
12231,11941,0,240,,
12231,11942,0,240,,
12231,11943,0,240,,
12231,12020,0,240,,
12231,12022,0,240,,
12231,12319,0,240,,
12231,12320,0,240,,
12231,12332,0,240,,
12232,12240,0,240,,
12232,12241,0,240,,
12232,12242,2,300,,
12233,12240,2,300,,
12233,12242,2,300,,
12234,11229,0,240,,
12234,12321,0,240,,
12234,12322,0,240,,
12234,12647,0,240,,
12234,3053,0,240,,
12234,3067,0,240,,
12234,3195,0,240,,
12234,3204,0,240,,
12234,3334,0,240,,
12234,3394,0,240,,
12234,3533,0,240,,
12234,3769,0,240,,
12234,3904,0,240,,
12234,3927,0,240,,
12234,7643,0,240,,
12235,11229,0,240,,
12235,12321,0,240,,
12235,12647,0,240,,
12235,3053,0,240,,
12235,3067,0,240,,
12235,3195,0,240,,
12235,3204,0,240,,
12235,3334,0,240,,
12235,3394,0,240,,
12235,3533,0,240,,
12235,3769,0,240,,
12235,3904,0,240,,
12235,3906,0,240,,
12235,3927,0,240,,
12235,7643,0,240,,
12239,12208,0,240,,
12240,12233,2,300,,
12241,12232,0,240,,
12241,12233,0,240,,
12241,12240,2,360,,
12242,12233,2,360,,
12242,12242,0,240,,
12264,3984,0,240,,
12264,9178,0,240,,
12267,3315,2,300,,
12267,3331,0,240,,
12272,3315,2,300,,
12272,3331,0,240,,
12277,3314,2,300,,
12277,3333,0,240,,
12291,3633,2,300,,
12291,3656,2,300,,
12293,7167,2,300,,
1231,11588,0,240,,
1231,11589,0,240,,
1231,11606,0,240,,
1231,8044,2,300,,
1231,8073,2,300,,
1231,8754,2,300,,
1231,8763,2,300,,
12318,1387,2,300,,
12318,1482,0,240,,
12318,1709,0,240,,
12318,2742,2,300,,
12318,8139,0,240,,
12318,963,0,240,,
12330,415,2,300,,
12331,12823,2,420,,
12331,4494,2,420,,
12345,3376,0,240,,
12348,1013,2,300,,
12348,11429,0,240,,
12349,10827,2,300,,
12349,4065,2,360,,
12375,12375,0,240,,
12375,8535,2,300,,
12381,12381,4,0,14573420,14573453
12381,12381,4,0,14573421,14573454
12381,12381,4,0,14573422,14573455
12381,12381,4,0,14573423,14573456
12381,12381,4,0,14573424,14573457
12381,12381,4,0,14573425,14573458
12381,12381,4,0,14573426,14573459
12381,12381,4,0,14573427,14573460
12381,12381,4,0,14573428,14573461
12381,12381,4,0,14573429,14573462
12381,12381,4,0,14573430,14573463
12381,12381,4,0,14573431,14573464
12381,12381,4,0,14573432,14573465
12381,12381,4,0,14573433,14573466
12381,12381,4,0,14573434,14573467
12381,12381,4,0,14573435,14573468
12381,12381,4,0,14573436,14573469
12381,12381,4,0,14573437,14573470
12381,12381,4,0,14573438,14573471
12381,12381,4,0,14573439,14573447
12381,12381,4,0,14573440,14573448
12381,12381,4,0,14573441,14573449
12381,12381,4,0,14573442,14573450
12381,12381,4,0,14573443,14573451
12381,12381,4,0,14573444,14573452
12381,12381,4,0,14573474,14573494
12381,12381,4,0,14573475,14573495
12381,12381,4,0,14573476,14573496
12381,12381,4,0,14573477,14573497
12381,12381,4,0,14573478,14573498
12381,12381,4,0,14573479,14573499
12381,12381,4,0,14573480,14573500
12381,12381,4,0,14573481,14573501
12381,12381,4,0,14573482,14573503
12381,12381,4,0,14573483,14573504
12381,12381,4,0,14573484,14573505
12381,12381,4,0,14573485,14573506
12381,12381,4,0,14573486,14573507
12381,12381,4,0,14573487,14573508
12381,12381,4,0,14573488,14573509
12381,12381,4,0,14573489,14573510
12381,12381,4,0,14573490,14573511
12381,12381,4,0,14573491,14573512
12381,12381,4,0,14573492,14573513
12381,12381,4,0,14573493,14573502
12381,12381,4,0,14573514,14573539
12381,12381,4,0,14573515,14573540
12381,12381,4,0,14573516,14573541
12381,12381,4,0,14573517,14573542
12381,12381,4,0,14573518,14573543
12381,12381,4,0,14573519,14573544
12381,12381,4,0,14573520,14573545
12381,12381,4,0,14573521,14573546
12381,12381,4,0,14573522,14573547
12381,12381,4,0,14573523,14573548
12381,12381,4,0,14573524,14573549
12381,12381,4,0,14573525,14573550
12381,12381,4,0,14573526,14573551
12381,12381,4,0,14573527,14573533
12381,12381,4,0,14573528,14573534
12381,12381,4,0,14573529,14573535
12381,12381,4,0,14573530,14573536
12381,12381,4,0,14573531,14573537
12381,12381,4,0,14573532,14573538
12386,11739,2,300,,
12392,12886,2,300,,
12392,12888,2,300,,
12395,6095,2,300,,
12406,1173,2,300,,
12406,12405,0,240,,
12406,12409,0,240,,
12406,12410,2,300,,
12406,12411,2,360,,
12406,2414,2,300,,
12406,2523,2,300,,
12406,2671,2,300,,
12406,2761,2,300,,
12406,2833,2,300,,
12406,8049,0,240,,
12406,8068,0,240,,
12409,1173,2,300,,
12409,12405,0,240,,
12409,12409,0,240,,
12409,12410,0,240,,
12409,12411,0,240,,
12409,2016,2,300,,
12409,2414,2,300,,
12409,2523,2,300,,
12409,2671,0,240,,
12409,2761,2,300,,
12409,2833,0,240,,
12409,8049,0,240,,
12409,8068,0,240,,
1242,2739,2,300,,
1242,437,2,600,,
1242,951,0,240,,
12427,12427,0,240,,
12427,12441,0,240,,
12437,7106,2,360,,
12437,7108,2,300,,
12437,7140,0,240,,
1244,2739,2,300,,
12464,12464,0,240,,
12478,10148,2,300,,
12478,9547,2,300,,
12497,12497,0,240,,
12497,5382,2,300,,
12498,12498,0,240,,
12498,7658,0,240,,
12498,7727,0,240,,
12498,7743,0,240,,
12498,7827,0,240,,
12498,8024,2,120,,
12498,8029,2,120,,
12499,12499,0,240,,
12516,11331,2,360,,
12516,13056,2,300,,
12535,1016,2,120,,
12535,11272,2,360,,
12535,11706,2,360,,
12535,12535,0,240,,
12535,4494,2,300,,
12535,4495,2,300,,
12535,4883,2,420,,
12535,8041,2,480,,
12535,9129,0,240,,
12535,985,0,240,,
1254,1079,0,240,,
1254,1130,0,240,,
1254,12667,2,300,,
1254,709,0,240,,
12546,6734,2,300,,
12548,11088,2,300,,
12548,11278,2,360,,
12548,11357,2,300,,
12548,12764,2,300,,
12556,695,2,300,,
12556,8045,2,300,,
12556,8072,2,300,,
12567,11697,2,540,,
12567,11874,2,300,,
12567,11876,2,300,,
12567,12567,0,240,,
12567,8750,2,300,,
12567,8759,2,300,,
12579,6508,2,300,,
12579,6545,2,300,,
1258,2000,0,240,,
1258,2035,0,240,,
12580,7768,0,240,,
12580,7777,0,240,,
12580,8025,2,120,,
12580,8028,2,120,,
12586,11282,2,300,,
12586,11283,2,300,,
12586,12975,2,360,,
12586,627,2,360,,
12596,12581,2,360,,
12600,11793,2,420,,
12600,11794,2,420,,
12600,12057,2,300,,
12600,12358,0,240,,
12600,12359,0,240,,
12600,12360,2,300,,
12600,12361,2,300,,
12600,12362,0,240,,
12600,12363,0,240,,
12602,181,2,300,,
12625,301,2,300,,
12625,378,2,360,,
12625,646,2,300,,
12626,12168,0,240,,
12626,12625,2,360,,
12626,301,2,360,,
12626,646,2,300,,
12631,1031,2,300,,
12631,1116,2,300,,
12632,1031,2,300,,
12632,1116,2,300,,
12636,12639,2,360,,
12636,7745,2,300,,
12636,7804,2,300,,
12637,10300,2,300,,
12637,10308,2,300,,
12639,12639,0,240,,
12640,12640,0,240,,
12650,9720,0,240,,
1266,2225,2,360,,
12664,155,2,300,,
12664,256,0,240,,
12665,1160,2,300,,
12665,1186,2,300,,
12665,1187,2,360,,
12665,12666,2,360,,
12666,1160,2,300,,
12666,1186,2,300,,
12666,1187,0,240,,
12666,12666,0,240,,
12667,1079,0,240,,
12667,1130,2,300,,
12667,1254,2,300,,
12667,12667,0,240,,
12667,659,2,300,,
12667,709,0,240,,
12668,12134,2,300,,
12668,12668,0,240,,
12668,650,2,300,,
12668,718,0,240,,
12668,797,2,300,,
12669,13043,2,300,,
12669,761,2,300,,
12671,12663,2,300,,
12671,12671,0,240,,
12671,297,0,240,,
12671,381,2,300,,
12672,13043,2,300,,
12672,761,0,240,,
12673,10893,2,300,,
12681,12375,2,360,,
12681,12948,2,360,,
12681,4496,2,420,,
12681,8040,2,360,,
12681,8535,2,300,,
12682,12686,2,360,,
12682,12687,2,300,,
12682,4186,2,300,,
12683,11639,2,300,,
12686,4212,2,360,,
12693,10865,0,240,,
12693,10866,2,120,,
12693,10867,0,240,,
12693,4242,0,240,,
12693,4459,0,240,,
12693,4471,0,240,,
12693,4568,0,240,,
12693,8037,0,240,,
12693,989,0,240,,
12696,4830,2,300,,
12716,11243,2,300,,
12716,11247,2,360,,
12716,11295,2,300,,
12716,11707,2,300,,
12716,12716,0,240,,
12716,6512,2,300,,
12716,6753,0,240,,
12717,11243,2,300,,
12717,11247,2,360,,
12717,11295,2,300,,
12717,11707,2,300,,
12717,12716,0,240,,
12717,6512,2,300,,
12717,6753,0,240,,
12721,11403,2,300,,
12721,329,2,300,,
12721,9136,0,240,,
12735,12735,0,240,,
12735,12736,0,240,,
12736,12735,0,240,,
12738,12738,0,240,,
12749,12822,2,360,,
12749,2120,2,300,,
12749,857,2,360,,
12749,887,2,300,,
1276,122,2,300,,
1276,1510,2,300,,
12760,142,2,300,,
12760,2153,2,300,,
